Name,Type,Minimum,Maximum,Length,Direction
SLMs_Harttia,misc_feature,"16,144,572","16,144,640",69,forward
SLMs_Harttia,misc_feature,"16,144,514","16,144,575",62,reverse
SLMs_Harttia,misc_feature,"16,009,988","16,010,049",62,reverse
SLMs_Harttia,misc_feature,"15,998,472","15,998,533",62,forward
SLMs_Harttia,misc_feature,"15,998,407","15,998,475",69,reverse
SLMs_Harttia,misc_feature,"15,991,221","15,991,289",69,forward
SLMs_Harttia,misc_feature,"15,784,875","15,784,943",69,forward
SLMs_Harttia,misc_feature,"15,751,444","15,751,512",69,forward
SLMs_Harttia,misc_feature,"15,523,910","15,523,971",62,reverse
SLMs_Harttia,misc_feature,"15,483,069","15,483,130",62,reverse
SLMs_Harttia,misc_feature,"15,353,362","15,353,423",62,forward
SLMs_Harttia,misc_feature,"15,353,297","15,353,365",69,reverse
SLMs_Harttia,misc_feature,"15,259,541","15,259,609",69,forward
SLMs_Harttia,misc_feature,"15,212,257","15,212,318",62,forward
SLMs_Harttia,misc_feature,"15,096,778","15,096,839",62,forward
SLMs_Harttia,misc_feature,"15,096,713","15,096,781",69,reverse
SLMs_Harttia,misc_feature,"15,061,071","15,061,139",69,forward
SLMs_Harttia,misc_feature,"15,061,013","15,061,074",62,reverse
SLMs_Harttia,misc_feature,"15,048,382","15,048,450",69,forward
SLMs_Harttia,misc_feature,"15,038,913","15,038,974",62,forward
SLMs_Harttia,misc_feature,"15,038,848","15,038,916",69,reverse
SLMs_Harttia,misc_feature,"14,879,556","14,879,624",69,forward
SLMs_Harttia,misc_feature,"14,879,498","14,879,559",62,reverse
SLMs_Harttia,misc_feature,"14,839,683","14,839,744",62,forward
SLMs_Harttia,misc_feature,"14,839,618","14,839,686",69,reverse
SLMs_Harttia,misc_feature,"14,638,769","14,638,836",68,forward
SLMs_Harttia,misc_feature,"14,580,539","14,580,606",68,forward
SLMs_Harttia,misc_feature,"14,417,521","14,417,589",69,forward
SLMs_Harttia,misc_feature,"14,313,923","14,313,991",69,reverse
SLMs_Harttia,misc_feature,"14,242,612","14,242,680",69,forward
SLMs_Harttia,misc_feature,"14,242,554","14,242,615",62,reverse
SLMs_Harttia,misc_feature,"14,147,656","14,147,724",69,forward
SLMs_Harttia,misc_feature,"14,147,598","14,147,659",62,reverse
SLMs_Harttia,misc_feature,"14,129,969","14,130,030",62,forward
SLMs_Harttia,misc_feature,"14,129,904","14,129,972",69,reverse
SLMs_Harttia,misc_feature,"14,101,034","14,101,102",69,forward
SLMs_Harttia,misc_feature,"14,100,976","14,101,037",62,reverse
SLMs_Harttia,misc_feature,"14,097,932","14,097,993",62,forward
SLMs_Harttia,misc_feature,"14,097,867","14,097,935",69,reverse
SLMs_Harttia,misc_feature,"14,058,855","14,058,923",69,forward
SLMs_Harttia,misc_feature,"14,058,797","14,058,858",62,reverse
SLMs_Harttia,misc_feature,"14,017,836","14,017,897",62,forward
SLMs_Harttia,misc_feature,"14,017,771","14,017,839",69,reverse
SLMs_Harttia,misc_feature,"14,011,345","14,011,413",69,reverse
SLMs_Harttia,misc_feature,"13,998,892","13,998,960",69,forward
SLMs_Harttia,misc_feature,"13,996,591","13,996,652",62,reverse
SLMs_Harttia,misc_feature,"13,987,562","13,987,630",69,forward
SLMs_Harttia,misc_feature,"13,976,645","13,976,713",69,forward
SLMs_Harttia,misc_feature,"13,976,587","13,976,648",62,reverse
SLMs_Harttia,misc_feature,"13,970,693","13,970,754",62,forward
SLMs_Harttia,misc_feature,"13,915,623","13,915,684",62,reverse
SLMs_Harttia,misc_feature,"13,906,468","13,906,529",62,forward
SLMs_Harttia,misc_feature,"13,883,187","13,883,248",62,forward
SLMs_Harttia,misc_feature,"13,883,122","13,883,190",69,reverse
SLMs_Harttia,misc_feature,"13,851,118","13,851,180",63,reverse
SLMs_Harttia,misc_feature,"13,844,532","13,844,593",62,forward
SLMs_Harttia,misc_feature,"13,844,467","13,844,535",69,reverse
SLMs_Harttia,misc_feature,"13,825,267","13,825,328",62,reverse
SLMs_Harttia,misc_feature,"13,741,273","13,741,334",62,forward
SLMs_Harttia,misc_feature,"13,741,208","13,741,276",69,reverse
SLMs_Harttia,misc_feature,"13,648,428","13,648,489",62,forward
SLMs_Harttia,misc_feature,"13,648,363","13,648,431",69,reverse
SLMs_Harttia,misc_feature,"13,611,601","13,611,669",69,forward
SLMs_Harttia,misc_feature,"13,611,543","13,611,604",62,reverse
SLMs_Harttia,misc_feature,"13,564,058","13,564,119",62,forward
SLMs_Harttia,misc_feature,"13,436,069","13,436,130",62,forward
SLMs_Harttia,misc_feature,"13,436,004","13,436,072",69,reverse
SLMs_Harttia,misc_feature,"13,423,665","13,423,726",62,forward
SLMs_Harttia,misc_feature,"13,420,858","13,420,926",69,reverse
SLMs_Harttia,misc_feature,"13,415,663","13,415,731",69,forward
SLMs_Harttia,misc_feature,"13,376,122","13,376,190",69,forward
SLMs_Harttia,misc_feature,"13,376,064","13,376,125",62,reverse
SLMs_Harttia,misc_feature,"13,257,633","13,257,694",62,forward
SLMs_Harttia,misc_feature,"13,257,568","13,257,636",69,reverse
SLMs_Harttia,misc_feature,"13,225,523","13,225,591",69,forward
SLMs_Harttia,misc_feature,"13,219,189","13,219,257",69,forward
SLMs_Harttia,misc_feature,"13,219,131","13,219,192",62,reverse
SLMs_Harttia,misc_feature,"13,180,556","13,180,624",69,forward
SLMs_Harttia,misc_feature,"13,180,498","13,180,559",62,reverse
SLMs_Harttia,misc_feature,"13,069,286","13,069,354",69,forward
SLMs_Harttia,misc_feature,"13,069,228","13,069,289",62,reverse
SLMs_Harttia,misc_feature,"13,041,102","13,041,170",69,forward
SLMs_Harttia,misc_feature,"13,016,820","13,016,881",62,reverse
SLMs_Harttia,misc_feature,"12,954,548","12,954,609",62,forward
SLMs_Harttia,misc_feature,"12,954,483","12,954,551",69,reverse
SLMs_Harttia,misc_feature,"12,942,252","12,942,320",69,forward
SLMs_Harttia,misc_feature,"12,942,194","12,942,255",62,reverse
SLMs_Harttia,misc_feature,"12,938,070","12,938,131",62,reverse
SLMs_Harttia,misc_feature,"12,928,499","12,928,561",63,forward
SLMs_Harttia,misc_feature,"12,885,028","12,885,089",62,forward
SLMs_Harttia,misc_feature,"12,884,963","12,885,031",69,reverse
SLMs_Harttia,misc_feature,"12,874,280","12,874,348",69,forward
SLMs_Harttia,misc_feature,"12,874,222","12,874,283",62,reverse
SLMs_Harttia,misc_feature,"12,729,125","12,729,182",58,forward
SLMs_Harttia,misc_feature,"12,688,535","12,688,596",62,forward
SLMs_Harttia,misc_feature,"12,688,470","12,688,538",69,reverse
SLMs_Harttia,misc_feature,"12,656,837","12,656,905",69,forward
SLMs_Harttia,misc_feature,"12,656,779","12,656,840",62,reverse
SLMs_Harttia,misc_feature,"12,628,948","12,629,013",66,forward
SLMs_Harttia,misc_feature,"12,628,883","12,628,951",69,reverse
SLMs_Harttia,misc_feature,"12,617,495","12,617,563",69,forward
SLMs_Harttia,misc_feature,"12,511,871","12,511,939",69,reverse
SLMs_Harttia,misc_feature,"12,495,089","12,495,157",69,forward
SLMs_Harttia,misc_feature,"12,495,031","12,495,092",62,reverse
SLMs_Harttia,misc_feature,"12,444,618","12,444,679",62,reverse
SLMs_Harttia,misc_feature,"12,382,005","12,382,064",60,reverse
SLMs_Harttia,misc_feature,"12,377,090","12,377,151",62,forward
SLMs_Harttia,misc_feature,"12,203,404","12,203,465",62,forward
SLMs_Harttia,misc_feature,"12,203,339","12,203,407",69,reverse
SLMs_Harttia,misc_feature,"12,138,603","12,138,664",62,forward
SLMs_Harttia,misc_feature,"12,138,538","12,138,606",69,reverse
SLMs_Harttia,misc_feature,"12,049,303","12,049,371",69,reverse
SLMs_Harttia,misc_feature,"12,012,150","12,012,218",69,reverse
SLMs_Harttia,misc_feature,"11,943,469","11,943,537",69,forward
SLMs_Harttia,misc_feature,"11,943,411","11,943,472",62,reverse
SLMs_Harttia,misc_feature,"11,777,627","11,777,688",62,reverse
SLMs_Harttia,misc_feature,"11,734,107","11,734,168",62,forward
SLMs_Harttia,misc_feature,"11,642,787","11,642,857",71,reverse
SLMs_Harttia,misc_feature,"11,635,969","11,636,030",62,reverse
SLMs_Harttia,misc_feature,"11,592,492","11,592,553",62,forward
SLMs_Harttia,misc_feature,"11,592,427","11,592,495",69,reverse
SLMs_Harttia,misc_feature,"11,582,660","11,582,728",69,forward
SLMs_Harttia,misc_feature,"11,572,754","11,572,822",69,forward
SLMs_Harttia,misc_feature,"11,572,696","11,572,757",62,reverse
SLMs_Harttia,misc_feature,"11,514,072","11,514,133",62,forward
SLMs_Harttia,misc_feature,"11,514,007","11,514,075",69,reverse
SLMs_Harttia,misc_feature,"11,446,252","11,446,320",69,forward
SLMs_Harttia,misc_feature,"11,446,194","11,446,255",62,reverse
SLMs_Harttia,misc_feature,"11,422,437","11,422,505",69,reverse
SLMs_Harttia,misc_feature,"11,401,623","11,401,691",69,forward
SLMs_Harttia,misc_feature,"11,401,565","11,401,626",62,reverse
SLMs_Harttia,misc_feature,"11,383,040","11,383,101",62,forward
SLMs_Harttia,misc_feature,"11,382,975","11,383,043",69,reverse
SLMs_Harttia,misc_feature,"11,359,126","11,359,194",69,reverse
SLMs_Harttia,misc_feature,"11,333,515","11,333,583",69,reverse
SLMs_Harttia,misc_feature,"11,315,555","11,315,623",69,reverse
SLMs_Harttia,misc_feature,"11,232,239","11,232,307",69,reverse
SLMs_Harttia,misc_feature,"11,190,141","11,190,209",69,forward
SLMs_Harttia,misc_feature,"11,190,083","11,190,144",62,reverse
SLMs_Harttia,misc_feature,"11,079,886","11,079,947",62,forward
SLMs_Harttia,misc_feature,"11,079,821","11,079,889",69,reverse
SLMs_Harttia,misc_feature,"11,058,143","11,058,211",69,reverse
SLMs_Harttia,misc_feature,"11,030,097","11,030,165",69,reverse
SLMs_Harttia,misc_feature,"11,025,250","11,025,318",69,forward
SLMs_Harttia,misc_feature,"11,025,192","11,025,253",62,reverse
SLMs_Harttia,misc_feature,"11,022,150","11,022,218",69,forward
SLMs_Harttia,misc_feature,"11,022,092","11,022,153",62,reverse
SLMs_Harttia,misc_feature,"11,019,317","11,019,378",62,forward
SLMs_Harttia,misc_feature,"11,019,252","11,019,320",69,reverse
SLMs_Harttia,misc_feature,"10,993,406","10,993,467",62,forward
SLMs_Harttia,misc_feature,"10,993,341","10,993,409",69,reverse
SLMs_Harttia,misc_feature,"10,970,466","10,970,534",69,forward
SLMs_Harttia,misc_feature,"10,970,408","10,970,469",62,reverse
SLMs_Harttia,misc_feature,"10,967,327","10,967,388",62,forward
SLMs_Harttia,misc_feature,"10,967,261","10,967,330",70,reverse
SLMs_Harttia,misc_feature,"10,951,354","10,951,422",69,forward
SLMs_Harttia,misc_feature,"10,951,296","10,951,357",62,reverse
SLMs_Harttia,misc_feature,"10,911,707","10,911,768",62,forward
SLMs_Harttia,misc_feature,"10,911,642","10,911,710",69,reverse
SLMs_Harttia,misc_feature,"10,898,825","10,898,886",62,forward
SLMs_Harttia,misc_feature,"10,898,760","10,898,828",69,reverse
SLMs_Harttia,misc_feature,"10,891,575","10,891,643",69,forward
SLMs_Harttia,misc_feature,"10,891,517","10,891,578",62,reverse
SLMs_Harttia,misc_feature,"10,874,589","10,874,657",69,forward
SLMs_Harttia,misc_feature,"10,815,313","10,815,381",69,forward
SLMs_Harttia,misc_feature,"10,815,255","10,815,316",62,reverse
SLMs_Harttia,misc_feature,"10,792,494","10,792,555",62,reverse
SLMs_Harttia,misc_feature,"10,789,901","10,789,962",62,forward
SLMs_Harttia,misc_feature,"10,789,836","10,789,904",69,reverse
SLMs_Harttia,misc_feature,"10,749,841","10,749,909",69,forward
SLMs_Harttia,misc_feature,"10,717,034","10,717,095",62,reverse
SLMs_Harttia,misc_feature,"10,713,684","10,713,752",69,forward
SLMs_Harttia,misc_feature,"10,713,626","10,713,687",62,reverse
SLMs_Harttia,misc_feature,"10,627,331","10,627,392",62,reverse
SLMs_Harttia,misc_feature,"10,586,442","10,586,510",69,forward
SLMs_Harttia,misc_feature,"10,586,384","10,586,445",62,reverse
SLMs_Harttia,misc_feature,"10,583,087","10,583,148",62,reverse
SLMs_Harttia,misc_feature,"10,541,389","10,541,450",62,reverse
SLMs_Harttia,misc_feature,"10,530,591","10,530,652",62,forward
SLMs_Harttia,misc_feature,"10,501,510","10,501,571",62,reverse
SLMs_Harttia,misc_feature,"10,480,593","10,480,654",62,forward
SLMs_Harttia,misc_feature,"10,414,154","10,414,215",62,forward
SLMs_Harttia,misc_feature,"10,414,089","10,414,157",69,reverse
SLMs_Harttia,misc_feature,"10,392,972","10,393,040",69,forward
SLMs_Harttia,misc_feature,"10,392,914","10,392,975",62,reverse
SLMs_Harttia,misc_feature,"10,292,062","10,292,123",62,forward
SLMs_Harttia,misc_feature,"10,280,518","10,280,579",62,forward
SLMs_Harttia,misc_feature,"10,280,453","10,280,521",69,reverse
SLMs_Harttia,misc_feature,"10,197,936","10,198,004",69,forward
SLMs_Harttia,misc_feature,"10,190,144","10,190,212",69,forward
SLMs_Harttia,misc_feature,"10,190,086","10,190,147",62,reverse
SLMs_Harttia,misc_feature,"10,176,018","10,176,086",69,forward
SLMs_Harttia,misc_feature,"10,169,343","10,169,403",61,forward
SLMs_Harttia,misc_feature,"10,130,346","10,130,407",62,forward
SLMs_Harttia,misc_feature,"10,130,281","10,130,349",69,reverse
SLMs_Harttia,misc_feature,"10,115,396","10,115,464",69,forward
SLMs_Harttia,misc_feature,"10,115,338","10,115,399",62,reverse
SLMs_Harttia,misc_feature,"10,092,261","10,092,329",69,forward
SLMs_Harttia,misc_feature,"10,092,203","10,092,264",62,reverse
SLMs_Harttia,misc_feature,"10,086,058","10,086,119",62,forward
SLMs_Harttia,misc_feature,"10,085,993","10,086,061",69,reverse
SLMs_Harttia,misc_feature,"10,077,466","10,077,534",69,forward
SLMs_Harttia,misc_feature,"10,077,408","10,077,469",62,reverse
SLMs_Harttia,misc_feature,"9,889,347","9,889,408",62,reverse
SLMs_Harttia,misc_feature,"9,803,300","9,803,361",62,forward
SLMs_Harttia,misc_feature,"9,777,943","9,778,004",62,forward
SLMs_Harttia,misc_feature,"9,777,878","9,777,946",69,reverse
SLMs_Harttia,misc_feature,"9,688,097","9,688,165",69,reverse
SLMs_Harttia,misc_feature,"9,677,966","9,678,027",62,forward
SLMs_Harttia,misc_feature,"9,598,555","9,598,623",69,reverse
SLMs_Harttia,misc_feature,"9,574,451","9,574,512",62,forward
SLMs_Harttia,misc_feature,"9,574,386","9,574,454",69,reverse
SLMs_Harttia,misc_feature,"9,560,056","9,560,124",69,reverse
SLMs_Harttia,misc_feature,"9,475,380","9,475,441",62,forward
SLMs_Harttia,misc_feature,"9,475,315","9,475,383",69,reverse
SLMs_Harttia,misc_feature,"9,453,694","9,453,762",69,forward
SLMs_Harttia,misc_feature,"9,381,372","9,381,440",69,forward
SLMs_Harttia,misc_feature,"9,381,315","9,381,375",61,reverse
SLMs_Harttia,misc_feature,"9,345,282","9,345,343",62,forward
SLMs_Harttia,misc_feature,"9,345,217","9,345,285",69,reverse
SLMs_Harttia,misc_feature,"9,343,183","9,343,251",69,forward
SLMs_Harttia,misc_feature,"9,343,125","9,343,186",62,reverse
SLMs_Harttia,misc_feature,"9,306,923","9,306,984",62,forward
SLMs_Harttia,misc_feature,"9,306,858","9,306,926",69,reverse
SLMs_Harttia,misc_feature,"9,294,778","9,294,846",69,reverse
SLMs_Harttia,misc_feature,"9,214,163","9,214,231",69,forward
SLMs_Harttia,misc_feature,"9,214,105","9,214,166",62,reverse
SLMs_Harttia,misc_feature,"9,148,307","9,148,375",69,forward
SLMs_Harttia,misc_feature,"9,148,249","9,148,310",62,reverse
SLMs_Harttia,misc_feature,"9,057,826","9,057,888",63,forward
SLMs_Harttia,misc_feature,"9,057,761","9,057,829",69,reverse
SLMs_Harttia,misc_feature,"8,974,010","8,974,078",69,forward
SLMs_Harttia,misc_feature,"8,973,952","8,974,013",62,reverse
SLMs_Harttia,misc_feature,"8,970,499","8,970,567",69,forward
SLMs_Harttia,misc_feature,"8,970,441","8,970,502",62,reverse
SLMs_Harttia,misc_feature,"8,934,999","8,935,060",62,forward
SLMs_Harttia,misc_feature,"8,934,934","8,935,002",69,reverse
SLMs_Harttia,misc_feature,"8,911,760","8,911,828",69,forward
SLMs_Harttia,misc_feature,"8,892,998","8,893,066",69,forward
SLMs_Harttia,misc_feature,"8,892,940","8,893,001",62,reverse
SLMs_Harttia,misc_feature,"8,887,204","8,887,272",69,forward
SLMs_Harttia,misc_feature,"8,876,326","8,876,394",69,forward
SLMs_Harttia,misc_feature,"8,876,268","8,876,329",62,reverse
SLMs_Harttia,misc_feature,"8,818,450","8,818,511",62,reverse
SLMs_Harttia,misc_feature,"8,787,669","8,787,730",62,forward
SLMs_Harttia,misc_feature,"8,787,604","8,787,672",69,reverse
SLMs_Harttia,misc_feature,"8,747,474","8,747,542",69,forward
SLMs_Harttia,misc_feature,"8,745,057","8,745,125",69,forward
SLMs_Harttia,misc_feature,"8,687,972","8,688,040",69,forward
SLMs_Harttia,misc_feature,"8,687,914","8,687,975",62,reverse
SLMs_Harttia,misc_feature,"8,435,548","8,435,609",62,forward
SLMs_Harttia,misc_feature,"8,435,483","8,435,551",69,reverse
SLMs_Harttia,misc_feature,"8,410,911","8,410,979",69,forward
SLMs_Harttia,misc_feature,"8,408,447","8,408,508",62,forward
SLMs_Harttia,misc_feature,"8,408,382","8,408,450",69,reverse
SLMs_Harttia,misc_feature,"8,372,673","8,372,741",69,reverse
SLMs_Harttia,misc_feature,"8,294,940","8,295,008",69,forward
SLMs_Harttia,misc_feature,"8,294,882","8,294,943",62,reverse
SLMs_Harttia,misc_feature,"8,291,908","8,291,969",62,forward
SLMs_Harttia,misc_feature,"8,291,843","8,291,911",69,reverse
SLMs_Harttia,misc_feature,"8,240,270","8,240,338",69,forward
SLMs_Harttia,misc_feature,"8,240,212","8,240,273",62,reverse
SLMs_Harttia,misc_feature,"8,222,393","8,222,454",62,forward
SLMs_Harttia,misc_feature,"8,222,328","8,222,396",69,reverse
SLMs_Harttia,misc_feature,"8,107,548","8,107,609",62,forward
SLMs_Harttia,misc_feature,"8,107,483","8,107,551",69,reverse
SLMs_Harttia,misc_feature,"7,378,724","7,378,792",69,forward
SLMs_Harttia,misc_feature,"7,378,666","7,378,727",62,reverse
SLMs_Harttia,misc_feature,"7,324,474","7,324,535",62,forward
SLMs_Harttia,misc_feature,"7,273,779","7,273,840",62,forward
SLMs_Harttia,misc_feature,"7,235,780","7,235,841",62,forward
SLMs_Harttia,misc_feature,"7,235,715","7,235,783",69,reverse
SLMs_Harttia,misc_feature,"7,153,264","7,153,325",62,forward
SLMs_Harttia,misc_feature,"7,153,199","7,153,267",69,reverse
SLMs_Harttia,misc_feature,"7,018,494","7,018,562",69,reverse
SLMs_Harttia,misc_feature,"6,986,923","6,986,991",69,forward
SLMs_Harttia,misc_feature,"6,986,865","6,986,926",62,reverse
SLMs_Harttia,misc_feature,"6,945,095","6,945,156",62,forward
SLMs_Harttia,misc_feature,"6,945,030","6,945,098",69,reverse
SLMs_Harttia,misc_feature,"6,910,247","6,910,308",62,forward
SLMs_Harttia,misc_feature,"6,910,182","6,910,250",69,reverse
SLMs_Harttia,misc_feature,"6,886,676","6,886,744",69,forward
SLMs_Harttia,misc_feature,"6,828,412","6,828,480",69,forward
SLMs_Harttia,misc_feature,"6,801,385","6,801,446",62,reverse
SLMs_Harttia,misc_feature,"6,785,462","6,785,530",69,forward
SLMs_Harttia,misc_feature,"6,785,409","6,785,465",57,reverse
SLMs_Harttia,misc_feature,"6,682,898","6,682,958",61,forward
SLMs_Harttia,misc_feature,"6,682,833","6,682,901",69,reverse
SLMs_Harttia,misc_feature,"6,621,405","6,621,466",62,forward
SLMs_Harttia,misc_feature,"6,533,078","6,533,139",62,forward
SLMs_Harttia,misc_feature,"6,529,130","6,529,198",69,reverse
SLMs_Harttia,misc_feature,"6,493,179","6,493,247",69,forward
SLMs_Harttia,misc_feature,"6,493,121","6,493,182",62,reverse
SLMs_Harttia,misc_feature,"6,484,670","6,484,731",62,forward
SLMs_Harttia,misc_feature,"6,484,605","6,484,673",69,reverse
SLMs_Harttia,misc_feature,"6,441,005","6,441,073",69,forward
SLMs_Harttia,misc_feature,"6,440,947","6,441,008",62,reverse
SLMs_Harttia,misc_feature,"6,433,228","6,433,289",62,forward
SLMs_Harttia,misc_feature,"6,433,163","6,433,231",69,reverse
SLMs_Harttia,misc_feature,"6,408,136","6,408,204",69,forward
SLMs_Harttia,misc_feature,"6,408,078","6,408,139",62,reverse
SLMs_Harttia,misc_feature,"6,395,837","6,395,898",62,forward
SLMs_Harttia,misc_feature,"6,395,772","6,395,840",69,reverse
SLMs_Harttia,misc_feature,"6,321,512","6,321,580",69,forward
SLMs_Harttia,misc_feature,"6,321,454","6,321,515",62,reverse
SLMs_Harttia,misc_feature,"6,311,180","6,311,241",62,forward
SLMs_Harttia,misc_feature,"6,311,115","6,311,183",69,reverse
SLMs_Harttia,misc_feature,"6,296,412","6,296,480",69,forward
SLMs_Harttia,misc_feature,"6,296,354","6,296,415",62,reverse
SLMs_Harttia,misc_feature,"6,189,874","6,189,935",62,forward
SLMs_Harttia,misc_feature,"6,189,809","6,189,877",69,reverse
SLMs_Harttia,misc_feature,"5,940,303","5,940,371",69,forward
SLMs_Harttia,misc_feature,"5,940,245","5,940,306",62,reverse
SLMs_Harttia,misc_feature,"5,933,028","5,933,089",62,reverse
SLMs_Harttia,misc_feature,"5,826,521","5,826,582",62,forward
SLMs_Harttia,misc_feature,"5,826,456","5,826,524",69,reverse
SLMs_Harttia,misc_feature,"5,746,375","5,746,443",69,forward
SLMs_Harttia,misc_feature,"5,746,317","5,746,378",62,reverse
SLMs_Harttia,misc_feature,"5,647,015","5,647,076",62,reverse
SLMs_Harttia,misc_feature,"5,460,897","5,460,958",62,forward
SLMs_Harttia,misc_feature,"5,377,852","5,377,913",62,forward
SLMs_Harttia,misc_feature,"4,969,916","4,969,977",62,forward
SLMs_Harttia,misc_feature,"4,969,851","4,969,919",69,reverse
SLMs_Harttia,misc_feature,"4,961,422","4,961,490",69,forward
SLMs_Harttia,misc_feature,"4,961,364","4,961,425",62,reverse
SLMs_Harttia,misc_feature,"4,936,570","4,936,631",62,forward
SLMs_Harttia,misc_feature,"4,936,505","4,936,573",69,reverse
SLMs_Harttia,misc_feature,"4,754,491","4,754,555",65,forward
SLMs_Harttia,misc_feature,"4,754,433","4,754,494",62,reverse
SLMs_Harttia,misc_feature,"4,547,562","4,547,623",62,forward
SLMs_Harttia,misc_feature,"4,547,497","4,547,565",69,reverse
SLMs_Harttia,misc_feature,"4,319,966","4,320,034",69,forward
SLMs_Harttia,misc_feature,"4,319,908","4,319,969",62,reverse
SLMs_Harttia,misc_feature,"4,228,030","4,228,098",69,reverse
SLMs_Harttia,misc_feature,"3,931,256","3,931,317",62,forward
SLMs_Harttia,misc_feature,"3,931,191","3,931,259",69,reverse
SLMs_Harttia,misc_feature,"3,463,550","3,463,611",62,forward
SLMs_Harttia,misc_feature,"3,463,485","3,463,553",69,reverse
SLMs_Harttia,misc_feature,"2,733,540","2,733,601",62,reverse
SLMs_Harttia,misc_feature,"2,689,238","2,689,303",66,forward
SLMs_Harttia,misc_feature,"1,693,657","1,693,725",69,reverse
SLMs_Harttia,misc_feature,"1,438,363","1,438,431",69,forward
SLMs_Harttia,misc_feature,"1,438,305","1,438,366",62,reverse
SLMs_Harttia,misc_feature,"1,426,708","1,426,769",62,forward
SLMs_Harttia,misc_feature,"1,426,643","1,426,711",69,reverse
SLMs_Harttia,misc_feature,"1,409,672","1,409,740",69,reverse
SLMs_Harttia,misc_feature,"1,345,527","1,345,595",69,reverse
SLMs_Harttia,misc_feature,"1,334,290","1,334,358",69,forward
SLMs_Harttia,misc_feature,"1,334,232","1,334,293",62,reverse
SLMs_Harttia,misc_feature,"1,299,842","1,299,910",69,reverse
SLMs_Harttia,misc_feature,"1,226,567","1,226,628",62,forward
SLMs_Harttia,misc_feature,"1,226,502","1,226,570",69,reverse
SLMs_Harttia,misc_feature,"1,175,100","1,175,168",69,reverse
SLMs_Harttia,misc_feature,"1,092,395","1,092,463",69,forward
SLMs_Harttia,misc_feature,"1,045,546","1,045,607",62,reverse
SLMs_Harttia,misc_feature,"933,075","933,136",62,forward
SLMs_Harttia,misc_feature,"933,011","933,078",68,reverse
SLMs_Harttia,misc_feature,"921,488","921,556",69,forward
SLMs_Harttia,misc_feature,"848,386","848,454",69,forward
SLMs_Harttia,misc_feature,"848,328","848,389",62,reverse
SLMs_Harttia,misc_feature,"831,371","831,432",62,reverse
SLMs_Harttia,misc_feature,"819,761","819,822",62,forward
SLMs_Harttia,misc_feature,"819,696","819,764",69,reverse
SLMs_Harttia,misc_feature,"508,292","508,360",69,forward
