Name,Minimum,Maximum,Length,Direction
SLMs_Harttia,"24,226,479","24,226,540",62,reverse
SLMs_Harttia,"23,916,128","23,916,189",62,reverse
SLMs_Harttia,"23,674,433","23,674,494",62,reverse
SLMs_Harttia,"23,663,541","23,663,602",62,reverse
SLMs_Harttia,"23,649,841","23,649,902",62,reverse
SLMs_Harttia,"22,968,828","22,968,889",62,reverse
SLMs_Harttia,"22,950,589","22,950,650",62,reverse
SLMs_Harttia,"22,349,245","22,349,306",62,reverse
SLMs_Harttia,"22,170,632","22,170,693",62,reverse
SLMs_Harttia,"21,974,975","21,975,036",62,reverse
SLMs_Harttia,"21,958,939","21,959,000",62,reverse
SLMs_Harttia,"21,791,713","21,791,774",62,reverse
SLMs_Harttia,"21,324,687","21,324,748",62,reverse
SLMs_Harttia,"21,309,843","21,309,904",62,reverse
SLMs_Harttia,"21,141,207","21,141,268",62,reverse
SLMs_Harttia,"20,309,125","20,309,186",62,reverse
SLMs_Harttia,"20,134,063","20,134,124",62,reverse
SLMs_Harttia,"19,970,589","19,970,650",62,reverse
SLMs_Harttia,"19,922,103","19,922,164",62,reverse
SLMs_Harttia,"19,733,705","19,733,766",62,reverse
SLMs_Harttia,"19,277,940","19,278,001",62,reverse
SLMs_Harttia,"18,341,507","18,341,568",62,reverse
SLMs_Harttia,"17,409,990","17,410,051",62,reverse
SLMs_Harttia,"17,113,901","17,113,962",62,reverse
SLMs_Harttia,"15,999,506","15,999,567",62,reverse
SLMs_Harttia,"15,556,263","15,556,324",62,reverse
SLMs_Harttia,"14,585,647","14,585,708",62,reverse
SLMs_Harttia,"14,242,213","14,242,274",62,reverse
SLMs_Harttia,"13,914,099","13,914,160",62,reverse
SLMs_Harttia,"13,886,316","13,886,377",62,reverse
SLMs_Harttia,"13,742,061","13,742,122",62,reverse
SLMs_Harttia,"13,093,730","13,093,791",62,reverse
SLMs_Harttia,"13,046,945","13,047,006",62,reverse
SLMs_Harttia,"12,682,575","12,682,636",62,reverse
SLMs_Harttia,"10,737,677","10,737,738",62,reverse
SLMs_Harttia,"10,529,260","10,529,321",62,reverse
SLMs_Harttia,"10,465,560","10,465,621",62,reverse
SLMs_Harttia,"10,178,294","10,178,355",62,reverse
SLMs_Harttia,"9,929,678","9,929,739",62,reverse
SLMs_Harttia,"9,850,799","9,850,860",62,reverse
SLMs_Harttia,"9,006,459","9,006,520",62,reverse
SLMs_Harttia,"8,856,640","8,856,701",62,reverse
SLMs_Harttia,"8,585,605","8,585,666",62,reverse
SLMs_Harttia,"7,917,936","7,917,997",62,reverse
SLMs_Harttia,"7,888,440","7,888,501",62,reverse
SLMs_Harttia,"7,800,194","7,800,255",62,reverse
SLMs_Harttia,"2,909,934","2,909,995",62,reverse
SLMs_Harttia,"2,419,528","2,419,589",62,reverse
SLMs_Harttia,"194,584","194,644",61,forward
SLMs_Harttia,"10,104,888","10,104,948",61,forward
SLMs_Harttia,"22,742,175","22,742,235",61,forward
SLMs_Harttia,"39,194,928","39,194,988",61,reverse
SLMs_Harttia,"21,299,928","21,299,988",61,reverse
SLMs_Harttia,"16,602,632","16,602,692",61,reverse
SLMs_Harttia,"14,715,961","14,716,021",61,reverse
SLMs_Harttia,"12,126,381","12,126,441",61,reverse
SLMs_Harttia,"42,511,960","42,512,019",60,reverse
SLMs_Harttia,"36,636,613","36,636,658",46,forward
SLMs_Harttia,"14,149,812","14,149,856",45,forward
SLMs_Harttia,"13,016,171","13,016,207",37,forward
SLMs_Harttia,"14,937,743","14,937,779",37,forward
SLMs_Harttia,"26,279,100","26,279,136",37,reverse
